Participant,Condition,Epoch,Amplitude
0228-XZBNN,incongruent,11,0.006228717657675285
0228-XZBNN,incongruent,12,0.00622698231247422
0228-XZBNN,incongruent,13,0.009336506808166183
0228-XZBNN,incongruent,14,0.00934065206512437
0228-XZBNN,incongruent,15,0.009697380529353344
0228-XZBNN,incongruent,16,0.009339489122943061
0228-XZBNN,incongruent,17,0.009340059284253294
0228-XZBNN,incongruent,18,0.009518094707373416
0228-XZBNN,incongruent,19,0.009516642045477338
0228-XZBNN,incongruent,20,0.009340459421935756
0228-XZBNN,incongruent,21,0.009338882456048764
0228-XZBNN,incongruent,22,0.009337234433691948
0228-XZBNN,incongruent,23,0.00951816727857432
0228-XZBNN,incongruent,24,0.009339025816030355
0228-XZBNN,incongruent,25,0.009698279811892873
0228-XZBNN,incongruent,26,0.009341158474496424
0228-XZBNN,incongruent,27,0.006462604059648715
0228-XZBNN,incongruent,28,0.009336984077138389
0228-XZBNN,incongruent,29,0.009341596041177869
0228-XZBNN,incongruent,30,0.009516242645626307
0228-XZBNN,incongruent,31,0.009339761702604798
0228-XZBNN,incongruent,32,0.009339189146784624
0228-XZBNN,incongruent,33,0.009519687537934059
0228-XZBNN,incongruent,34,0.006346264016651644
0228-XZBNN,incongruent,35,0.009520065771602807
0228-XZBNN,incongruent,36,0.009338065174865448
0228-XZBNN,incongruent,37,0.00951814952124877
0228-XZBNN,incongruent,38,0.009518896904716091
0228-XZBNN,incongruent,39,0.009340395700874284
0228-XZBNN,incongruent,40,0.009336850494247277
0228-XZBNN,incongruent,41,0.009339284953920064
0228-XZBNN,incongruent,42,0.009339750495501366
0228-XZBNN,incongruent,43,0.009339970232692691
0228-XZBNN,incongruent,44,0.009517498580258799
0228-XZBNN,incongruent,45,0.009517690283366883
0228-XZBNN,incongruent,46,0.009338547887149124
0228-XZBNN,incongruent,47,0.009699057542683992
0228-XZBNN,incongruent,48,0.009517765038865223
0228-XZBNN,incongruent,49,0.009340602284321242
0228-XZBNN,incongruent,50,0.009520182713483245
0228-XZBNN,incongruent,51,0.009520049382758416
0228-XZBNN,incongruent,52,0.009519282719258886
0228-XZBNN,incongruent,53,0.009338965900216054
0228-XZBNN,incongruent,54,0.009519014779574736
0228-XZBNN,incongruent,55,0.009338537414987646
